gamma,r_blame,own_payoff,own_avoidable,own_missed,go_payoff,go_avoidable,go_missed,wait_payoff,wait_avoidable,wait_missed
1.0,0.0,4.723675,0.0022,0.018283333333333332,4.623178279097624,0.001863312703799827,0.018965861449391094,4.757254352611567,0.0023124986102772776,0.018055277611011052
1.0,100.0,4.613591666666666,0.00105,0.0345,4.615758301723564,0.0016636720569641313,0.02003061156584814,4.654870700197897,0.001111778178017922,0.034331710137193425
2.0,0.0,3.6576416666666667,0.016383333333333333,0.046266666666666664,3.665069541491981,0.014241032807612963,0.04664936447727424,3.655159762524181,0.017099148377915638,0.04613879438774376
2.0,100.0,3.9725916666666667,0.011366666666666667,0.05946666666666667,3.718273773873694,0.013509017102548745,0.04738138018233846,3.9751072865941786,0.011984968759033198,0.05945789696039846
