theta,anxious_wait_missed,fearful_go_missed,anxious_wait_payoff,fearful_go_payoff
0.0,0.07571062014728915,0.03587742989563536,4.343030424206072,4.568120436130839
0.25,0.059015628644739915,0.029742256010136373,4.5368222866473396,4.605648361175019
0.5,0.04388683394981505,0.025207562268680605,4.696391082675198,4.636841052315694
0.75,0.030324236062514578,0.021873228635257244,4.855709953680562,4.642259344470007
0.9,0.02229331200639808,0.020306091827548264,4.930070978706388,4.662398719615885
1.0,0.017628044919857377,0.019172418392184323,4.970325568995968,4.659381147677637
